,path,feat_path,name,emotion,strength,session
265,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/06-J-1-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/06-J-1-1.pt,06-J-1-1.aiff,happy,Faible,2
266,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/05-P-2-3.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/05-P-2-3.pt,05-P-2-3.aiff,fear,Fort,2
267,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/03-D-2-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/03-D-2-3.pt,03-D-2-3.aiff,disgust,Fort,2
268,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/02-P-1-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/02-P-1-1.pt,02-P-1-1.aiff,fear,Faible,2
269,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/12-T-2-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/12-T-2-1.pt,12-T-2-1.aiff,sad,Fort,2
270,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/05-S-2-1.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/05-S-2-1.pt,05-S-2-1.aiff,surprise,Fort,2
271,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/06-S-2-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/06-S-2-4.pt,06-S-2-4.aiff,surprise,Fort,2
272,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/12-C-1-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/12-C-1-6.pt,12-C-1-6.aiff,angry,Faible,2
273,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/03-S-2-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/03-S-2-2.pt,03-S-2-2.aiff,surprise,Fort,2
274,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/07-P-2-2.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/07-P-2-2.pt,07-P-2-2.aiff,fear,Fort,2
275,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/09-P-2-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/09-P-2-1.pt,09-P-2-1.aiff,fear,Fort,2
276,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/09-P-1-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/09-P-1-1.pt,09-P-1-1.aiff,fear,Faible,2
277,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/09-T-1-4.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/09-T-1-4.pt,09-T-1-4.aiff,sad,Faible,2
278,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/11-D-2-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/11-D-2-3.pt,11-D-2-3.aiff,disgust,Fort,2
279,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/11-S-1-5.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/11-S-1-5.pt,11-S-1-5.aiff,surprise,Faible,2
280,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/03-C-1-1.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/03-C-1-1.pt,03-C-1-1.aiff,angry,Faible,2
281,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/09-J-1-6.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/09-J-1-6.pt,09-J-1-6.aiff,happy,Faible,2
282,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/11-D-1-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/11-D-1-3.pt,11-D-1-3.aiff,disgust,Faible,2
283,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/08-T-1-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/08-T-1-3.pt,08-T-1-3.aiff,sad,Faible,2
284,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/08-T-2-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/08-T-2-3.pt,08-T-2-3.aiff,sad,Fort,2
285,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/02-N-1.aiff,/home/wawa_/data/wav2vecbase/Neutre/02-N-1.pt,02-N-1.aiff,neutral,Fort,2
286,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/06-C-1-2.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/06-C-1-2.pt,06-C-1-2.aiff,angry,Faible,2
287,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/10-D-1-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/10-D-1-3.pt,10-D-1-3.aiff,disgust,Faible,2
288,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/03-J-2-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/03-J-2-1.pt,03-J-2-1.aiff,happy,Fort,2
289,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/09-D-1-1.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/09-D-1-1.pt,09-D-1-1.aiff,disgust,Faible,2
290,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/01-J-1-6.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/01-J-1-6.pt,01-J-1-6.aiff,happy,Faible,2
291,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/02-D-2-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/02-D-2-2.pt,02-D-2-2.aiff,disgust,Fort,2
292,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/06-C-2-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/06-C-2-6.pt,06-C-2-6.aiff,angry,Fort,2
293,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/08-J-1-5.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/08-J-1-5.pt,08-J-1-5.aiff,happy,Faible,2
294,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/08-S-1-1.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/08-S-1-1.pt,08-S-1-1.aiff,surprise,Faible,2
295,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/05-J-1-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/05-J-1-1.pt,05-J-1-1.aiff,happy,Faible,2
296,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/03-D-1-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/03-D-1-6.pt,03-D-1-6.aiff,disgust,Faible,2
297,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/01-T-1-2.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/01-T-1-2.pt,01-T-1-2.aiff,sad,Faible,2
298,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/03-S-2-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/03-S-2-3.pt,03-S-2-3.aiff,surprise,Fort,2
299,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/10-P-1-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/10-P-1-1.pt,10-P-1-1.aiff,fear,Faible,2
300,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/02-S-1-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/02-S-1-3.pt,02-S-1-3.aiff,surprise,Faible,2
301,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/06-S-1-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/06-S-1-3.pt,06-S-1-3.aiff,surprise,Faible,2
302,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/05-D-2-4.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/05-D-2-4.pt,05-D-2-4.aiff,disgust,Fort,2
303,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/04-N-5.aiff,/home/wawa_/data/wav2vecbase/Neutre/04-N-5.pt,04-N-5.aiff,neutral,Fort,2
304,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/05-C-2-1.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/05-C-2-1.pt,05-C-2-1.aiff,angry,Fort,2
305,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/08-J-1-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/08-J-1-1.pt,08-J-1-1.aiff,happy,Faible,2
306,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/11-T-2-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/11-T-2-3.pt,11-T-2-3.aiff,sad,Fort,2
307,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/04-D-2-4.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/04-D-2-4.pt,04-D-2-4.aiff,disgust,Fort,2
308,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/07-J-2-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/07-J-2-2.pt,07-J-2-2.aiff,happy,Fort,2
309,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/09-N-4.aiff,/home/wawa_/data/wav2vecbase/Neutre/09-N-4.pt,09-N-4.aiff,neutral,Fort,2
310,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/04-D-2-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/04-D-2-2.pt,04-D-2-2.aiff,disgust,Fort,2
311,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/09-T-1-5.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/09-T-1-5.pt,09-T-1-5.aiff,sad,Faible,2
312,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/03-T-2-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/03-T-2-1.pt,03-T-2-1.aiff,sad,Fort,2
313,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/12-C-2-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/12-C-2-4.pt,12-C-2-4.aiff,angry,Fort,2
314,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/02-P-2-6.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/02-P-2-6.pt,02-P-2-6.aiff,fear,Fort,2
315,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/09-S-2-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/09-S-2-4.pt,09-S-2-4.aiff,surprise,Fort,2
316,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/12-S-1-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/12-S-1-3.pt,12-S-1-3.aiff,surprise,Faible,2
317,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/05-N-1.aiff,/home/wawa_/data/wav2vecbase/Neutre/05-N-1.pt,05-N-1.aiff,neutral,Fort,2
318,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/03-C-2-5.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/03-C-2-5.pt,03-C-2-5.aiff,angry,Fort,2
319,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/08-T-1-2.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/08-T-1-2.pt,08-T-1-2.aiff,sad,Faible,2
320,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/12-P-1-3.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/12-P-1-3.pt,12-P-1-3.aiff,fear,Faible,2
321,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/06-S-1-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/06-S-1-4.pt,06-S-1-4.aiff,surprise,Faible,2
322,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/12-C-1-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/12-C-1-4.pt,12-C-1-4.aiff,angry,Faible,2
323,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/05-P-2-4.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/05-P-2-4.pt,05-P-2-4.aiff,fear,Fort,2
324,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/09-J-1-5.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/09-J-1-5.pt,09-J-1-5.aiff,happy,Faible,2
325,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/02-D-2-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/02-D-2-6.pt,02-D-2-6.aiff,disgust,Fort,2
326,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/01-D-1-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/01-D-1-3.pt,01-D-1-3.aiff,disgust,Faible,2
327,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/11-S-2-5.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/11-S-2-5.pt,11-S-2-5.aiff,surprise,Fort,2
328,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/03-S-1-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/03-S-1-3.pt,03-S-1-3.aiff,surprise,Faible,2
329,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/10-S-2-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/10-S-2-3.pt,10-S-2-3.aiff,surprise,Fort,2
330,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/12-S-1-5.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/12-S-1-5.pt,12-S-1-5.aiff,surprise,Faible,2
331,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/11-C-1-2.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/11-C-1-2.pt,11-C-1-2.aiff,angry,Faible,2
332,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/06-J-1-6.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/06-J-1-6.pt,06-J-1-6.aiff,happy,Faible,2
333,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/06-T-1-2.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/06-T-1-2.pt,06-T-1-2.aiff,sad,Faible,2
334,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/01-T-1-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/01-T-1-1.pt,01-T-1-1.aiff,sad,Faible,2
335,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/04-S-2-5.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/04-S-2-5.pt,04-S-2-5.aiff,surprise,Fort,2
336,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/08-T-2-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/08-T-2-1.pt,08-T-2-1.aiff,sad,Fort,2
337,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/04-S-1-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/04-S-1-4.pt,04-S-1-4.aiff,surprise,Faible,2
338,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/10-S-1-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/10-S-1-2.pt,10-S-1-2.aiff,surprise,Faible,2
339,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/06-D-2-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/06-D-2-2.pt,06-D-2-2.aiff,disgust,Fort,2
340,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/05-C-2-5.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/05-C-2-5.pt,05-C-2-5.aiff,angry,Fort,2
341,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/12-D-2-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/12-D-2-3.pt,12-D-2-3.aiff,disgust,Fort,2
342,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/10-P-1-4.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/10-P-1-4.pt,10-P-1-4.aiff,fear,Faible,2
343,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/09-D-1-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/09-D-1-2.pt,09-D-1-2.aiff,disgust,Faible,2
344,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/01-T-1-4.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/01-T-1-4.pt,01-T-1-4.aiff,sad,Faible,2
345,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/11-C-2-5.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/11-C-2-5.pt,11-C-2-5.aiff,angry,Fort,2
346,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/08-J-1-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/08-J-1-2.pt,08-J-1-2.aiff,happy,Faible,2
347,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/03-N-6.aiff,/home/wawa_/data/wav2vecbase/Neutre/03-N-6.pt,03-N-6.aiff,neutral,Fort,2
348,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/01-J-1-5.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/01-J-1-5.pt,01-J-1-5.aiff,happy,Faible,2
349,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/06-T-1-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/06-T-1-1.pt,06-T-1-1.aiff,sad,Faible,2
350,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/08-S-2-1.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/08-S-2-1.pt,08-S-2-1.aiff,surprise,Fort,2
351,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/05-J-2-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/05-J-2-2.pt,05-J-2-2.aiff,happy,Fort,2
352,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/09-C-1-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/09-C-1-4.pt,09-C-1-4.aiff,angry,Faible,2
353,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/04-C-1-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/04-C-1-6.pt,04-C-1-6.aiff,angry,Faible,2
354,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/11-T-1-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/11-T-1-3.pt,11-T-1-3.aiff,sad,Faible,2
355,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/07-J-1-3.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/07-J-1-3.pt,07-J-1-3.aiff,happy,Faible,2
356,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/10-D-2-1.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/10-D-2-1.pt,10-D-2-1.aiff,disgust,Fort,2
357,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/03-T-2-6.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/03-T-2-6.pt,03-T-2-6.aiff,sad,Fort,2
358,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/04-T-2-6.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/04-T-2-6.pt,04-T-2-6.aiff,sad,Fort,2
359,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/03-D-1-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/03-D-1-3.pt,03-D-1-3.aiff,disgust,Faible,2
360,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/09-P-2-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/09-P-2-5.pt,09-P-2-5.aiff,fear,Fort,2
361,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/11-J-2-3.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/11-J-2-3.pt,11-J-2-3.aiff,happy,Fort,2
362,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/07-P-1-3.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/07-P-1-3.pt,07-P-1-3.aiff,fear,Faible,2
363,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/12-J-2-3.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/12-J-2-3.pt,12-J-2-3.aiff,happy,Fort,2
364,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/02-P-2-2.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/02-P-2-2.pt,02-P-2-2.aiff,fear,Fort,2
365,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/10-T-1-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/10-T-1-3.pt,10-T-1-3.aiff,sad,Faible,2
366,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/09-P-1-4.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/09-P-1-4.pt,09-P-1-4.aiff,fear,Faible,2
367,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/12-P-1-6.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/12-P-1-6.pt,12-P-1-6.aiff,fear,Faible,2
368,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/05-C-1-1.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/05-C-1-1.pt,05-C-1-1.aiff,angry,Faible,2
369,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/05-S-1-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/05-S-1-2.pt,05-S-1-2.aiff,surprise,Faible,2
370,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/11-P-2-3.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/11-P-2-3.pt,11-P-2-3.aiff,fear,Fort,2
371,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/07-S-2-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/07-S-2-4.pt,07-S-2-4.aiff,surprise,Fort,2
372,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/06-P-2-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/06-P-2-5.pt,06-P-2-5.aiff,fear,Fort,2
373,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/06-C-1-3.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/06-C-1-3.pt,06-C-1-3.aiff,angry,Faible,2
374,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/12-J-1-3.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/12-J-1-3.pt,12-J-1-3.aiff,happy,Faible,3
375,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/04-C-2-2.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/04-C-2-2.pt,04-C-2-2.aiff,angry,Fort,3
376,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/02-P-2-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/02-P-2-5.pt,02-P-2-5.aiff,fear,Fort,3
377,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/09-P-1-6.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/09-P-1-6.pt,09-P-1-6.aiff,fear,Faible,3
378,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/01-P-1-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/01-P-1-1.pt,01-P-1-1.aiff,fear,Faible,3
379,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/09-D-2-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/09-D-2-3.pt,09-D-2-3.aiff,disgust,Fort,3
380,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/09-T-1-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/09-T-1-1.pt,09-T-1-1.aiff,sad,Faible,3
381,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/07-J-1-6.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/07-J-1-6.pt,07-J-1-6.aiff,happy,Faible,3
382,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/04-J-1-3.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/04-J-1-3.pt,04-J-1-3.aiff,happy,Faible,3
383,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/07-J-1-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/07-J-1-1.pt,07-J-1-1.aiff,happy,Faible,3
384,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/06-J-2-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/06-J-2-2.pt,06-J-2-2.aiff,happy,Fort,3
385,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/08-N-4.aiff,/home/wawa_/data/wav2vecbase/Neutre/08-N-4.pt,08-N-4.aiff,neutral,Fort,3
386,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/12-D-2-1.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/12-D-2-1.pt,12-D-2-1.aiff,disgust,Fort,3
387,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/01-T-2-2.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/01-T-2-2.pt,01-T-2-2.aiff,sad,Fort,3
388,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/01-D-2-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/01-D-2-6.pt,01-D-2-6.aiff,disgust,Fort,3
389,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/11-S-2-1.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/11-S-2-1.pt,11-S-2-1.aiff,surprise,Fort,3
390,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/01-D-1-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/01-D-1-5.pt,01-D-1-5.aiff,disgust,Faible,3
391,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/02-C-2-3.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/02-C-2-3.pt,02-C-2-3.aiff,angry,Fort,3
392,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/05-P-1-2.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/05-P-1-2.pt,05-P-1-2.aiff,fear,Faible,3
393,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/04-T-2-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/04-T-2-1.pt,04-T-2-1.aiff,sad,Fort,3
394,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/08-C-2-3.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/08-C-2-3.pt,08-C-2-3.aiff,angry,Fort,3
395,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/08-D-1-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/08-D-1-5.pt,08-D-1-5.aiff,disgust,Faible,3
396,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/03-P-1-4.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/03-P-1-4.pt,03-P-1-4.aiff,fear,Faible,3
